squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
9583,17,0,1,45,96977,2,7,1992,1,0,5815,5817,948,0,7,811217.2
8042,93,0,1,39,95940,3,2,2012,0,1,7372,2442,578,1,2,428821.2
43024,85,1,1,37,23002,7,8,2020,0,1,9905,8229,442,0,3,5224212
93913,92,0,1,37,76142,3,1,1999,1,1,8685,9638,382,1,0,8899325
64341,88,1,1,51,34414,8,4,1997,0,1,1649,5126,144,1,9,6144081
21315,90,1,1,85,58945,8,1,2003,0,1,706,5541,266,0,2,3201901
8598,92,1,1,7,63157,10,1,2019,1,0,1409,7849,950,0,9,1256937
28730,13,1,0,66,31734,1,2,2015,0,1,6681,4975,881,1,1,3745093
6682,85,1,0,93,95796,2,9,2016,1,0,6055,4822,434,1,6,1051947
42050,27,0,0,8,61055,1,5,2005,1,1,2464,1357,463,1,10,3853335
77911,23,1,1,43,55089,2,5,1998,1,1,4642,5648,945,0,5,9179158
43590,9,1,0,51,34414,9,5,2012,1,1,1335,6035,671,0,9,4142737
104969,45,0,0,19,33643,3,7,2014,0,1,4115,4663,735,0,1,9764926
4623,15,1,1,13,70120,9,2,2011,0,1,9049,9409,470,1,5,555311.1
96327,83,1,1,54,29279,10,1,1992,0,1,9092,321,419,0,7,9763592
88994,70,1,1,28,41025,4,5,2002,1,1,5359,5273,680,0,4,8892680
51665,58,0,1,75,16033,9,10,1993,1,1,9318,1915,362,0,5,6127760
47672,6,1,1,37,48619,2,10,1994,1,1,9966,295,628,1,1,4133204
93133,87,0,0,44,9922,6,8,2018,0,1,9071,692,755,0,2,9541523
7158,53,1,1,39,90665,9,6,1991,1,0,7598,6605,297,1,3,614332.1
34325,65,1,0,39,53261,9,3,1993,1,1,9789,1111,230,0,4,4428630
15724,86,1,0,14,42903,9,4,1995,1,1,8212,4181,338,0,9,1057467
43630,9,0,1,78,66529,2,5,2020,0,1,6228,6742,700,1,5,3382586
28353,95,0,1,27,69358,10,3,2012,1,0,4611,4419,470,0,0,3578983
40735,67,1,0,85,17385,8,2,2011,1,1,2733,9597,170,0,5,3772951
38092,27,1,1,42,90011,1,10,2013,0,1,6672,8636,546,1,2,4087491
20575,49,0,0,44,27503,10,1,1998,0,1,1059,3462,720,0,8,1834882
72222,90,1,0,2,94023,1,7,2017,0,1,9455,9104,506,1,6,6869039
103772,72,0,1,83,91579,8,2,2014,0,0,8095,6127,227,0,1,9462408
43664,59,1,1,44,97346,5,1,2015,0,1,6043,8396,729,0,0,4351390
77427,4,0,1,98,5079,4,6,2020,0,0,9945,9629,574,0,6,8568937
39397,5,0,0,73,18912,3,2,1999,0,0,9791,1480,711,1,6,5137458
52556,22,0,1,69,79514,5,2,2013,1,0,772,2267,413,0,10,4902199
544,98,1,0,93,18817,5,8,1990,1,1,1100,8532,676,1,4,241876
78459,38,0,0,23,50635,8,5,2012,1,1,7979,4141,109,0,6,8918083
69709,69,0,1,5,79820,1,9,2001,1,0,7004,2403,283,0,8,6581191
64739,58,0,0,60,66832,5,3,2010,0,0,2016,7986,707,0,10,6049909
44298,34,0,1,22,16909,4,9,1995,1,0,1676,8216,643,1,5,4385008
55128,5,1,0,94,43077,9,3,2010,0,1,9337,8715,806,1,6,6578914
39731,5,1,0,27,33540,9,10,2018,0,1,7387,8377,388,0,1,4312362
44324,68,0,0,92,718,7,10,2014,1,1,4990,8644,924,1,8,5170460
31404,21,1,0,21,25723,1,10,1992,0,0,28,343,497,1,1,3150088
14252,12,1,0,8,14276,8,4,2016,0,1,8790,633,603,1,2,951826.6
35428,97,0,1,88,54672,6,7,2020,1,0,8224,5806,455,1,10,3362244
42164,72,1,1,84,54964,9,1,2006,0,0,1191,9291,190,0,9,3252770
60045,36,1,0,18,79027,10,5,2012,0,0,1592,9017,494,0,9,6111417
70144,30,0,1,51,38884,3,2,2003,1,1,4181,200,978,1,5,7623645
62433,12,1,1,49,52911,8,10,1994,0,0,7086,6192,392,0,2,7340905
8912,72,0,0,90,44048,8,10,2012,1,1,7528,8921,131,1,7,1059427
2695,70,0,1,19,47258,9,5,2001,1,0,2606,7650,326,1,5,404961.1
73307,6,0,1,64,33478,7,5,2021,0,1,2329,2609,382,1,3,7537746
62574,90,0,0,2,13605,5,8,2015,0,0,3695,104,826,1,7,7054923
40814,57,0,1,84,52546,7,1,1995,0,1,1030,5948,223,0,1,4002527
89204,68,1,1,49,17133,3,7,2004,0,1,4092,2010,650,1,5,9672730
16768,37,1,0,48,52650,2,8,2013,0,0,7270,9374,919,1,7,2009488
2176,6,0,0,29,26761,4,3,1990,1,0,6022,8521,391,1,3,17033
75368,73,0,1,76,5768,2,7,1993,0,1,2355,6496,747,1,1,7764433
95151,44,0,1,68,44211,10,9,2003,0,0,7276,5013,351,0,8,8962310
97778,19,0,1,23,1116,9,2,1990,0,0,9628,2016,151,0,1,9491349
39642,28,1,0,14,38942,4,1,1999,0,1,3026,2596,554,1,6,3856080
7372,21,0,0,22,99602,5,4,1991,0,1,4112,3799,993,1,9,473213.1
9052,21,0,0,93,82230,9,9,2008,0,0,6869,2306,555,1,3,941113.8
65522,37,0,1,87,61431,4,2,1994,0,1,3051,8214,807,1,9,6431593
80300,6,1,0,74,26757,3,3,2011,0,1,4176,1412,357,1,8,8914752
15767,20,1,0,93,17564,3,5,2012,1,0,3097,641,223,0,7,917813.2
14709,77,0,0,83,7881,5,1,2019,0,1,2448,7546,961,0,7,1377461
9836,29,1,1,81,37194,5,2,2017,0,0,9165,6615,195,1,10,1585459
68216,40,0,1,94,87050,5,1,1996,1,0,4405,7746,719,0,4,6819140
91462,72,0,0,50,63947,7,9,2018,0,1,6760,4028,976,0,7,9117469
102424,44,0,0,49,73814,10,8,1991,1,0,2763,1749,108,1,6,9167077
46464,6,1,1,31,62647,2,2,2003,0,1,1813,354,916,0,7,4646237
58830,47,1,0,30,92892,4,10,2017,0,0,6845,1485,833,0,7,6253092
59344,49,0,0,80,9006,10,6,2012,1,1,8520,4697,855,1,4,6106857
92844,57,0,0,17,28116,3,10,2015,1,1,8825,4435,743,1,7,8523589
35122,79,0,0,52,7369,3,1,2010,1,0,4392,3808,639,1,10,3552598
98456,89,0,0,47,80260,2,5,2008,1,0,6089,7988,622,0,9,9125924
76049,98,1,1,84,80290,4,4,1997,0,1,1732,5314,331,1,7,7843767
104274,75,1,1,55,95076,4,4,2009,0,0,3462,3915,882,0,6,9886716
851,73,1,1,83,70620,7,8,1991,1,1,70,4360,126,1,5,179634.1
12398,37,1,1,99,42634,4,10,1997,1,1,1617,4224,857,1,9,1420232
29092,5,0,0,2,61119,1,4,1996,1,1,5768,3413,307,1,8,3110855
9451,27,0,0,84,21985,8,3,2000,1,0,7950,3949,741,0,8,430451
32265,80,1,0,5,51544,8,2,2019,1,0,5728,2902,263,1,6,2390614
7253,4,1,0,81,34569,2,2,2011,0,1,64,7702,375,1,9,119659.1
45761,78,1,1,39,52458,7,8,1994,1,0,6735,8600,530,0,10,4543097
7911,30,0,0,15,62932,6,3,2000,0,0,2325,6230,536,0,9,16735
76965,84,0,0,100,38092,5,8,2018,0,1,3404,2843,632,0,0,7977245
44110,72,0,1,71,28374,3,5,2001,0,1,8324,2179,737,0,8,3277616
93424,4,1,1,5,61239,7,7,2011,1,0,1759,5842,288,1,5,8889163
90425,68,0,0,83,32805,2,5,2009,1,1,7667,37,801,1,0,9474920
77516,70,0,1,16,57644,7,9,2012,1,1,8919,5402,692,1,5,7677023
50465,80,1,1,99,32102,7,6,1994,0,0,4093,3721,890,1,8,4713954
69338,82,0,1,97,96333,4,7,2011,1,0,9162,1991,442,0,1,7562212
36813,24,0,1,39,23738,2,3,2010,0,0,8963,1592,316,0,2,4131780
92248,16,1,0,71,21181,10,10,2008,1,1,4567,4444,708,1,1,8733047
80590,5,1,1,47,25992,8,3,1991,1,1,5013,5168,108,0,8,8768739
34012,88,1,0,87,50164,8,8,2006,1,1,1108,7600,891,1,3,2973374
30594,56,1,1,100,70418,7,9,1997,0,1,7131,4031,762,1,3,2340272
58261,66,1,1,21,30063,5,6,1996,1,1,134,1222,171,0,6,6575067
70775,9,1,1,46,40968,7,6,2017,0,1,5471,1562,144,1,2,8164307
52292,73,1,1,76,30380,10,7,1994,1,1,7889,4322,514,0,2,4769509
9339,97,0,1,19,9081,7,3,2010,0,1,2676,1879,936,1,8,258705
17377,51,1,0,95,74094,6,8,2013,0,1,4369,7844,555,0,2,1747019
36967,97,0,1,54,90059,5,6,2019,0,1,1210,346,332,1,0,3828918
37164,35,1,0,81,38582,3,7,2014,0,1,4068,7472,225,0,6,2501137
28997,64,0,1,87,5682,6,6,1999,1,1,2961,9343,919,1,2,2382615
73017,86,1,0,19,94411,7,7,2010,1,1,3330,9662,292,0,2,6847209
4717,49,0,1,9,49595,6,6,2012,0,0,8636,4794,549,0,4,1134162
6451,28,0,0,76,90173,8,1,2020,1,1,4966,3537,849,0,6,947741
44419,20,1,1,53,69928,8,7,2020,1,0,308,1690,810,0,6,3895937
10163,9,1,1,36,3355,1,6,1992,1,0,8906,6122,943,1,1,1753966
71599,34,1,0,35,70056,3,2,2017,0,0,250,2992,718,0,5,7395849
33992,22,1,0,21,88155,5,9,2000,0,1,6601,9844,236,0,8,2422794
36486,25,1,1,51,42976,5,7,2004,1,1,9834,7341,289,0,4,3259612
40527,53,1,0,91,50763,1,8,2001,1,1,2901,7535,464,1,5,3891526
66631,84,0,0,34,2230,3,4,2004,0,0,5481,349,836,1,7,6503940
88953,51,1,1,62,2272,10,4,1992,0,1,6134,2573,694,1,9,9336229
50495,84,1,1,54,37182,4,5,2021,1,1,4572,2348,433,0,9,6114770
29803,62,1,1,99,67178,2,9,2003,1,0,1372,2371,446,0,4,2411159
83443,82,1,1,57,17607,3,4,1994,1,1,2598,746,108,1,2,8356730
72483,72,1,1,70,98420,7,9,2002,1,0,2238,7291,998,1,1,8564195
49014,23,1,0,76,24010,7,8,1993,0,1,5411,1575,281,0,9,4000128
88799,23,0,1,22,77493,8,10,1999,1,1,4851,7101,736,1,9,8463418
66137,38,1,1,13,67814,4,7,1994,1,1,4173,7116,973,0,8,6025118
11815,36,1,1,59,3453,1,9,2016,0,0,8867,3057,158,0,9,604018.6
8668,25,0,0,88,99504,8,10,2017,1,0,9846,2192,243,1,1,613225.7
74829,31,1,0,98,30542,1,6,2001,1,1,3136,7021,989,1,7,7836666
51179,17,1,1,19,99291,8,6,2000,0,1,7572,5929,498,0,1,4884734
88040,86,1,1,1,52781,4,1,1992,1,1,5398,553,509,0,8,9510823
47046,56,1,0,87,67962,5,3,2020,0,0,3600,2728,145,0,7,4876119
14438,24,1,1,65,15883,9,8,2018,1,0,9789,9878,331,0,10,1160966
89716,70,1,0,88,46421,7,10,1990,1,1,4165,5523,447,0,10,9776240
2762,24,0,1,23,73905,6,4,2008,0,0,8622,2077,584,1,4,70744.8
77303,46,1,1,27,80064,3,8,2018,1,1,204,2316,957,1,3,6458410
60467,52,1,0,51,6235,10,4,1990,0,1,9550,3622,379,1,4,6840342
42228,55,1,1,99,5880,6,1,1992,0,1,2330,3066,861,0,0,4209111
72041,54,0,1,60,54734,10,2,2005,0,0,9057,5024,402,0,2,7856104
10465,86,1,1,72,73576,1,8,2010,1,0,4287,7300,984,0,10,1711263
52316,59,0,0,58,31258,2,9,2010,1,0,8413,3175,359,0,5,5139510
91713,30,0,0,88,58422,3,7,2008,0,1,1103,6879,555,0,8,9731045
70793,41,1,1,29,49856,7,5,2008,0,1,6518,3834,546,1,3,6960264
98121,19,1,1,47,52212,10,9,2002,0,1,3695,3399,439,0,8,8959147
27534,67,1,1,32,65774,8,5,2003,1,0,4687,5948,327,1,1,2671125
89463,65,0,0,61,62487,7,7,2002,1,0,9240,6787,549,1,5,9162697
85664,47,0,0,4,3654,5,8,2005,0,1,6633,4782,321,1,8,8941247
52095,41,0,0,47,61053,2,6,2003,0,0,2127,4905,793,0,9,5332607
89009,6,0,1,15,43554,4,6,2009,0,1,9940,7252,744,0,0,9397714
29055,48,0,0,53,34588,9,6,2003,1,0,907,3418,162,1,5,3099402
13673,18,0,0,18,41666,6,10,2018,0,1,2898,7505,176,0,8,921451.8
37357,8,1,0,15,22439,10,4,2017,1,0,6622,3306,733,0,5,4236765
25873,71,1,0,73,18782,4,9,1998,0,1,9841,8345,457,0,2,3060030
103556,96,1,1,51,28301,7,9,2013,1,1,6762,2336,760,1,6,9979344
30918,15,1,1,22,66295,10,3,1998,1,0,733,8245,305,0,10,3260451
14172,10,0,0,49,53757,3,10,1995,1,0,6442,1994,122,1,6,2271069
28281,26,1,1,68,64954,9,2,2005,1,0,1974,489,732,1,7,3198507
53637,77,1,0,65,23521,5,5,1996,0,1,2656,2980,434,1,6,6499207
75921,17,1,0,63,70656,7,6,2004,1,1,4768,2815,256,0,8,7624251
8593,51,0,0,70,84029,10,3,2017,1,1,7475,9621,142,0,7,552282.7
85292,20,1,0,88,65145,3,10,2009,0,1,1740,1538,372,0,8,8075188
14650,17,0,0,14,40275,3,4,1992,0,1,1627,465,504,0,1,849689.2
67770,63,1,1,63,19220,6,5,2017,0,1,9394,6084,275,1,6,7562298
74166,11,1,1,44,51455,1,10,1997,1,1,8742,1290,177,1,10,7094673
30159,96,1,0,67,33509,7,8,2015,0,1,9951,4716,1000,1,2,2949936
58382,46,0,0,54,8334,8,1,2013,1,0,9956,8006,361,0,0,6175648
20264,53,1,0,67,28694,9,6,2014,1,0,7458,8642,651,1,0,658755.4
50021,50,0,0,65,97690,4,9,2004,0,1,8852,5057,664,0,9,6070056
70764,45,0,1,9,51581,9,2,2014,1,0,8080,4985,665,1,9,6971652
89947,4,0,0,16,63299,8,10,2019,1,0,2269,2972,885,1,9,8949326
77253,60,0,0,23,54048,3,9,2020,0,1,5026,7023,209,0,2,6882403
18953,59,0,0,44,81122,4,2,2003,1,0,1095,4762,168,1,0,1253328
25460,85,0,0,79,52673,7,8,2001,0,0,1684,7570,917,0,5,3797311
36021,42,0,1,69,75690,5,5,1991,0,0,6839,4868,809,1,1,3512868
20139,85,1,1,40,23941,4,5,2008,1,1,2183,3447,119,0,10,1681659
49346,14,1,1,46,15974,3,6,2004,1,0,1556,3235,831,0,10,5819661
26542,88,0,1,45,87598,7,2,2005,0,0,6294,9630,655,1,10,2875798
95177,54,1,0,9,31180,3,10,1999,1,0,1193,6951,975,0,5,9283458
86167,75,1,1,77,2598,1,4,1991,1,0,2892,9333,331,1,8,8968732
74238,14,0,0,59,2582,5,7,2006,1,0,6182,6662,946,0,5,6606394
3142,21,1,0,27,44204,10,4,2013,0,0,2834,9336,638,0,3,27938.3
43342,98,0,0,18,79183,4,5,2012,1,0,3008,723,440,1,9,3690772
83810,54,0,0,10,89174,7,10,1999,0,0,8930,4203,871,0,8,8270104
6000,26,1,1,41,29304,9,6,2021,1,1,7601,9141,896,1,7,414841.1
95374,60,1,0,50,9768,3,9,2020,0,1,6696,6839,284,0,4,9517153
59852,11,0,1,1,63178,8,3,2014,1,0,7302,9803,105,0,9,5894258
81537,61,0,1,23,638,2,9,1999,1,1,5668,2239,589,0,7,9424612
70132,16,0,0,46,34267,7,8,2012,1,1,1830,1136,783,1,9,7796916
81887,89,0,0,21,2882,3,7,2012,1,0,1540,5378,318,1,5,7153153
74034,67,1,0,70,55498,9,2,1997,0,1,3523,7099,352,0,4,6870981
22337,44,0,1,54,65146,1,3,1996,1,1,7078,6766,192,0,9,1940406
85814,21,0,0,82,63572,5,1,1997,0,1,4615,4738,585,1,3,9072417
84543,82,1,0,54,19129,3,6,2020,1,0,7294,2909,924,1,4,8139725
100659,94,0,0,68,66013,3,6,2018,0,0,5468,3046,572,1,3,9919028
57921,2,0,0,97,8663,5,10,2015,1,0,6517,7559,800,1,5,6079405
90689,90,1,1,39,7883,8,5,1993,1,1,3338,1139,958,1,10,9559644
55729,18,1,0,72,15022,6,5,2009,0,1,6683,3996,630,0,6,4776223
72410,75,0,1,95,37200,6,9,2000,0,0,9052,6832,890,1,9,6561890
21542,8,1,0,60,75105,4,7,1991,1,1,8744,3286,374,0,4,2156782
48963,23,1,0,60,47398,8,4,1990,1,0,9091,1223,366,0,4,5666964
38196,74,0,1,98,66886,7,10,2002,0,0,9249,7129,597,0,0,4575839
21571,74,1,1,26,47159,8,9,1993,1,1,1633,1105,362,1,9,1314922
56898,71,0,0,31,79423,5,4,2012,0,0,1793,7020,696,0,10,6812290
66111,90,0,1,61,72165,5,6,2020,1,1,4171,3638,125,0,6,6448439
58798,94,1,1,11,41723,7,10,2008,0,0,5012,6187,226,0,2,5627699
83649,83,0,0,20,53263,9,8,1997,0,1,8123,299,851,1,1,8477849
98744,51,0,1,13,47698,1,3,2019,1,1,2255,9920,559,1,7,9637842
52588,60,1,1,24,58302,1,6,2008,1,0,5651,7192,105,0,5,5787841
96065,33,1,1,43,87131,7,9,1993,0,1,5077,8404,144,1,8,9282774
93599,99,1,0,14,68366,9,7,2013,0,1,8633,5913,406,0,0,8729134
38821,68,1,1,31,88997,2,3,1996,1,0,2855,6035,238,1,2,3937742
93405,61,1,0,68,14507,6,4,2019,0,1,8966,5077,602,1,7,9726540
34394,80,1,1,32,40747,4,3,2001,0,0,9448,6462,344,1,7,3956860
76938,87,1,0,93,74896,10,8,2003,0,1,4567,2319,721,0,7,7069823
54739,91,0,0,49,61895,2,2,2013,0,0,9450,7398,333,0,10,6309314
26910,23,0,1,44,10986,8,3,2003,0,1,2869,5106,892,0,9,2557947
3170,8,0,1,21,67658,8,6,2013,1,1,1565,5840,975,0,2,363559.3
98441,67,1,1,32,90708,4,9,1998,0,0,9316,9674,517,1,2,9905122
89799,31,0,1,37,23671,8,6,1992,0,0,6390,2348,480,1,3,8281833
4795,75,1,0,31,19531,2,10,2010,0,0,5815,9834,240,1,3,329651
19841,6,0,1,18,92112,2,10,1997,1,0,1632,8322,143,0,1,2818871
48124,49,0,1,51,61565,3,8,2020,1,1,7312,9273,306,1,6,4702011
78151,47,1,1,7,84443,9,1,2002,1,0,2562,8224,580,0,4,9076255
7147,95,0,1,97,43277,3,5,2003,1,0,887,1092,178,0,10,46983.3
4031,75,1,0,73,60182,1,10,1992,1,0,746,6398,627,1,5,569492.2
63228,20,1,0,11,67648,1,6,2012,1,1,638,3805,565,1,6,6193749
50486,99,1,1,37,96075,7,10,1996,0,1,2301,6666,658,1,8,4956762
44829,28,1,1,25,35351,5,4,2010,1,0,2803,7183,944,1,3,6014074
77941,81,1,0,41,68214,5,8,1995,0,1,7934,1567,446,0,8,7202788
37382,87,0,1,61,3857,10,4,2000,1,1,4173,7371,216,0,7,4201507
81676,32,1,1,75,1878,6,9,1996,0,0,4216,4231,209,0,3,9434498
32405,68,0,1,86,32535,3,5,2008,1,0,4613,5967,570,1,7,3932879
14381,41,0,0,46,50375,6,10,1994,0,0,1340,1899,477,1,7,980824
55204,38,0,0,63,55401,3,6,2000,1,1,3356,5269,555,0,10,4938473
78244,99,0,0,56,27703,7,1,1995,0,0,9431,262,566,1,2,7656282
30134,30,1,1,6,56280,9,2,2013,1,1,4029,7946,554,0,9,2604876
91712,21,1,1,62,51296,9,10,1995,1,0,7184,3182,691,1,3,9829410
67388,47,0,0,58,5834,5,3,2021,0,1,6899,128,215,0,5,7008122
56441,77,0,1,17,57350,9,7,1992,0,0,8974,4039,373,0,2,5708709
53245,53,1,1,64,930,8,10,1996,1,1,8261,4387,304,0,7,6493293
31373,37,1,1,54,88532,8,1,2018,0,0,2806,4867,619,0,1,3941774
50151,54,0,0,62,76603,10,3,2014,1,0,38,5627,743,1,2,4943359
21646,50,1,1,89,6586,5,2,2006,1,1,832,5877,417,1,5,1744409
20890,10,0,1,10,84342,5,1,2015,1,1,9836,9056,387,0,6,1845520
106459,80,0,0,91,77690,1,2,2021,1,0,4648,6710,662,1,8,9915926
77927,46,1,1,33,87468,2,2,1996,0,0,6041,760,471,0,3,7257743
55551,24,0,1,72,96973,7,10,1998,1,0,7585,6763,446,0,2,5501963
14407,1,0,0,12,14790,6,5,2010,1,1,4165,8515,497,1,5,1297527
80490,51,0,1,4,28641,1,7,2020,0,0,9244,7982,371,1,8,6611725
31221,29,1,1,19,49799,5,6,2002,1,1,9662,6704,149,1,6,2733229
18960,84,0,0,1,11282,10,3,2015,0,0,6558,3404,196,0,7,917850.5
99193,80,0,0,43,19697,1,4,1993,1,1,7547,8860,772,0,5,9513407
99777,36,0,0,7,74512,8,4,1990,1,1,255,2877,222,1,8,8626579
12876,63,0,1,61,41695,10,1,1996,0,0,927,579,839,0,3,864216.6
89429,43,0,1,84,71489,1,7,2014,0,0,7479,1912,956,1,9,8345628
82057,7,1,1,69,29384,3,10,2015,0,0,9180,2785,230,1,6,8198874
24424,25,0,0,24,30379,1,1,2007,1,0,2560,3384,242,0,9,2137943
50543,13,1,1,11,23251,7,1,2007,1,0,4347,9943,561,0,5,4377669
4569,23,0,1,12,31508,2,3,2018,0,1,817,2943,873,1,1,121629.8
90555,70,1,0,55,49615,2,9,2014,0,1,9651,3973,730,0,7,9673459
100884,22,1,1,57,7054,8,3,1993,0,0,5428,5905,170,1,8,9288224
41164,40,0,1,9,86812,2,4,2000,1,0,8764,3060,319,1,4,3702585
43915,60,1,1,27,84685,8,2,2005,0,1,5450,1188,755,0,8,4418987
54934,73,0,1,76,69630,2,2,2020,1,1,718,294,927,0,9,5591462
69805,89,0,1,21,308,4,2,1996,1,1,9995,6951,708,0,6,6842277
77481,77,0,1,27,98136,1,1,2015,0,1,7495,654,332,1,6,8747517
77839,31,1,0,64,16058,2,9,2014,1,1,6972,6571,361,0,8,8951940
30288,25,0,1,58,10367,4,1,1992,1,0,4833,5465,462,0,0,3149424
53131,55,1,1,2,97290,8,6,2013,0,1,1496,2129,778,1,7,5252929
22550,39,1,0,49,63428,2,10,2004,0,0,3551,8633,968,1,6,3073685
75502,31,1,1,33,41160,2,4,2018,0,0,9276,9314,156,0,0,8210276
70334,22,1,1,44,545,2,1,2001,1,1,5734,103,873,0,4,7081786
52,8,0,1,20,73116,2,2,1994,0,1,5060,7544,710,1,7,56735.4
88419,69,0,0,19,24653,3,1,1994,0,0,4087,8696,742,1,6,8893051
6047,56,0,1,1,49893,8,7,2018,0,0,9801,8978,490,1,1,608323.8
91558,62,0,0,15,79904,8,8,2003,0,0,5983,1667,618,1,3,9283824
70400,96,0,0,99,37327,9,10,2005,0,1,4072,4969,406,1,8,7747262
11041,16,1,1,92,30643,5,8,1998,1,1,6923,5570,414,1,10,373419.8
13487,68,1,1,71,41638,1,7,2000,0,0,4757,6098,889,1,8,1088426
27055,76,1,1,82,26974,1,2,1991,1,1,8601,915,955,0,0,3862596
94465,47,0,1,18,47816,10,2,2009,0,1,3810,843,488,0,5,9715444
12661,20,1,0,73,56261,6,8,2004,1,0,1620,7675,843,0,5,1345896
2144,84,0,1,93,97875,6,6,1998,1,1,9347,118,209,0,10,1078880
73147,95,0,1,23,56748,8,9,2008,0,1,9289,7172,951,1,2,7774751
94415,93,0,0,71,83023,2,5,2012,1,1,9978,803,143,0,10,9402680
105097,63,0,1,15,64932,5,7,2001,1,1,5894,5049,826,0,10,10008893
62373,15,0,0,20,7190,4,3,2002,0,0,5358,5636,962,0,7,6638230
86706,86,0,0,3,84310,5,2,2005,1,1,3421,1338,276,0,1,7500218
86336,25,0,1,50,98444,5,7,1992,1,1,4584,8115,918,1,6,8968793
41946,71,1,1,13,46565,2,10,2010,1,0,75,1103,755,0,3,2878305
23854,68,0,1,98,79149,9,2,1990,0,0,4829,7148,865,0,1,2865011
20225,54,0,0,27,47190,8,9,2001,0,0,7754,8916,991,1,4,1531401
12837,42,0,1,85,90373,9,9,2011,0,1,9216,2984,888,1,0,1105808
87197,10,1,1,31,5386,7,10,2010,0,0,8389,8395,637,0,0,8640652
18617,71,1,1,50,83493,3,6,2013,0,0,4385,3514,180,0,5,1934341
17898,32,1,1,40,49753,8,2,2001,0,1,9038,919,575,0,0,2670601
38912,4,0,1,69,30467,7,2,2008,0,1,3926,3239,362,0,9,4569614
51488,54,0,0,41,6679,10,7,2019,0,1,704,6103,315,0,7,5603607
48964,52,0,1,72,3578,9,2,2009,1,1,3471,6444,674,0,9,4351275
80736,16,0,0,48,57353,6,5,2007,0,0,6230,764,643,1,5,7958184
76793,53,0,0,54,47121,4,3,1992,1,0,6277,279,234,1,8,8868104
76610,74,1,0,80,82139,7,10,2006,1,0,3725,1227,247,0,9,7573031
21211,21,0,0,7,6822,9,9,2002,1,0,637,5404,362,0,10,1823024
548,33,1,1,58,4817,10,3,2010,0,0,2524,7106,120,0,3,525205
8411,72,0,1,4,86419,1,4,2001,1,1,4976,5004,429,1,0,704690.1
83105,11,1,0,72,71291,1,10,1995,0,1,5402,3753,142,0,2,9209763
21227,58,1,0,46,43170,4,7,2011,1,0,9273,3243,426,1,7,2563967
33605,34,0,1,55,22570,7,4,1996,1,1,7075,9413,555,0,0,3762421
63590,27,1,0,30,53332,10,7,2019,0,0,8561,2872,434,1,1,6086119
89500,85,1,0,12,55812,7,8,2007,0,1,7085,5229,974,0,1,9129354
71073,40,1,0,25,66576,4,7,1990,1,0,7964,5567,634,1,2,6909199
1384,98,1,0,6,7118,4,7,2019,0,1,7675,4430,951,1,4,781507.9
67722,60,0,1,13,88535,6,10,2004,0,0,5345,9447,605,1,4,6880631
72732,52,1,1,24,15556,7,6,2008,1,0,1917,1872,236,0,4,6601225
69247,64,0,0,39,32244,10,4,1990,0,0,7828,1720,700,1,1,8015055
66600,34,0,1,26,54605,8,9,1990,0,1,6211,8558,307,1,4,6291455
36760,60,1,1,29,42756,8,1,2016,1,0,256,8882,723,0,1,3372748
13392,23,1,1,75,98779,6,4,1995,0,1,4950,9245,770,1,9,850196.5
65434,33,0,0,71,96804,1,6,2006,1,0,6993,7510,137,1,10,6290499
50445,81,0,0,35,47245,1,1,2002,1,0,2500,3378,510,1,4,5208217
25966,56,0,1,20,55022,2,7,2018,0,0,8808,6207,167,1,1,3260471
29681,51,1,1,59,23473,10,8,2019,0,0,4674,6809,179,0,2,3235003
80834,40,1,0,23,39064,2,3,2009,1,1,6831,3435,650,1,2,9254250
67157,78,1,0,57,10331,10,10,2019,0,1,3202,2431,787,1,10,7240803
71683,89,1,1,77,71205,6,5,2013,0,0,1008,1368,146,1,3,6890986
92219,65,1,0,77,93463,4,5,2005,0,0,6671,7593,360,0,6,8765548
75496,37,0,1,38,76172,2,8,1990,1,1,4193,8122,847,1,8,8078877
38169,87,1,0,34,21533,5,7,2001,1,1,7093,4036,686,0,1,3038554
41489,65,0,1,40,12578,8,1,1999,1,1,6502,8866,866,0,5,5232131
51995,6,1,1,38,66850,7,1,2007,1,0,6619,7721,105,0,8,5221358
27239,72,1,0,56,17120,2,7,2002,1,1,4126,7269,522,0,6,4029787
80917,58,1,0,18,77089,6,4,1992,1,0,1393,5374,338,0,6,7935390
89941,51,1,0,31,54245,5,5,2017,0,0,2633,2275,317,1,7,9355521
6815,98,0,1,12,35503,4,3,2016,0,0,5947,932,707,1,10,28405.6
38045,16,1,0,28,54097,6,3,1992,0,1,8232,5924,873,1,5,2894810
104655,4,0,1,98,5644,3,9,1995,1,1,5468,9304,595,1,0,9720007
68191,45,1,0,25,52664,7,2,2013,0,0,5047,6724,303,0,3,6947077
23953,42,0,1,92,55109,2,5,2012,0,1,6916,7363,411,1,0,3809044
85676,12,1,1,1,19104,7,3,1990,1,0,8513,6267,615,1,2,8135694
15724,31,1,0,97,61955,3,10,2007,1,1,4705,9969,115,0,4,2357164
70491,44,0,0,24,89622,6,10,1996,1,0,200,7801,190,1,8,8161562
26226,73,0,1,6,28345,1,8,2005,1,1,3055,4172,286,0,6,1606823
